0,client_006,0.5472335815429688
0,client_001,0.9594495296478271
0,client_007,1.4756510257720947
0,client_010,2.0007708072662354
0,client_002,2.607811450958252
1,client_009,8.215286254882812
1,client_004,8.427252769470215
1,client_006,0.06039786338806152
1,client_001,0.7383706569671631
1,client_007,1.1765642166137695
2,client_008,3.1386830806732178
2,client_003,17.246931791305542
2,client_002,1.1158268451690674
2,client_005,3.4070920944213867
2,client_006,0.05866360664367676
3,client_009,6.131170988082886
3,client_010,1.6023404598236084
3,client_007,0.6271159648895264
3,client_004,8.91814136505127
3,client_002,1.890859603881836
4,client_001,0.420682430267334
4,client_006,0.029163837432861328
4,client_005,6.77311372756958
4,client_010,1.6359484195709229
4,client_007,0.5851016044616699
5,client_003,14.213258028030396
5,client_009,7.618346691131592
5,client_001,0.36576342582702637
5,client_006,0.024233579635620117
5,client_008,4.26803183555603
6,client_010,1.2415273189544678
6,client_005,6.146177291870117
6,client_007,1.1942989826202393
6,client_006,0.05025887489318848
6,client_001,0.6495726108551025
7,client_009,7.8481669425964355
7,client_010,1.4509027004241943
7,client_008,4.180388689041138
7,client_007,1.2215425968170166
7,client_004,7.567392587661743
8,client_005,6.4859397411346436
8,client_001,0.6306741237640381
8,client_003,17.280766248703003
8,client_002,2.221940040588379
8,client_010,1.1201050281524658
9,client_008,4.1544740200042725
9,client_009,6.851054430007935
9,client_001,0.5655510425567627
9,client_002,2.1320719718933105
9,client_005,6.147615671157837
10,client_001,0.3414149284362793
10,client_008,4.187494516372681
10,client_002,2.1356544494628906
10,client_009,7.545364141464233
10,client_006,0.03226137161254883
10,client_003,16.85451579093933
11,client_001,0.387300968170166
11,client_004,8.225618839263916
11,client_005,6.661174774169922
11,client_008,4.334721326828003
12,client_006,0.05351734161376953
12,client_007,1.1510581970214844
12,client_010,1.0434067249298096
12,client_001,0.674238920211792
12,client_009,7.7790913581848145
13,client_006,0.037782907485961914
13,client_002,2.14542555809021
13,client_008,2.2298049926757812
13,client_010,0.9735081195831299
13,client_007,1.2477993965148926
13,client_005,6.595158576965332
14,client_003,17.281757593154907
14,client_006,0.05007600784301758
14,client_002,1.8749687671661377
14,client_010,0.9397635459899902
15,client_007,1.1675004959106445
15,client_006,0.02696084976196289
15,client_004,8.142818689346313
15,client_005,6.801116704940796
15,client_001,0.44976258277893066
16,client_008,4.1685755252838135
16,client_009,4.24590539932251
16,client_006,0.02619028091430664
16,client_003,17.181440353393555
16,client_002,2.2411575317382812
17,client_006,0.06415104866027832
17,client_008,2.069540023803711
17,client_009,4.8597493171691895
17,client_001,0.317180871963501
17,client_007,1.0241265296936035
18,client_005,6.799932956695557
18,client_008,3.5430922508239746
18,client_004,8.317167043685913
18,client_001,0.33722805976867676
18,client_003,16.10425639152527
19,client_007,1.144577980041504
19,client_002,2.1119182109832764
19,client_001,0.36204981803894043
19,client_008,4.203932523727417
19,client_006,0.05906105041503906
