round,accuracy,loss
0,10.0,2.8269917150086994
1,10.73,2.299319397045087
2,20.68,2.2004849578760846
3,15.29,2.4897668663459487
4,29.28,2.0361564265021794
5,23.17,2.0431230324733107
6,18.67,2.1488919982427284
7,14.69,2.406534695927101
8,32.98,1.920964885361587
9,26.15,2.1246128534968896
10,27.98,2.0418972893606258
11,35.22,1.8671244941180265
12,28.51,2.0337237723266024
13,30.65,1.9666215120991575
14,37.68,1.8050280975390085
15,27.29,1.910832577113864
16,40.95,1.6443888235695754
17,40.07,1.6402908865409562
18,31.33,1.851867546009112
19,41.89,1.6965514874156518
20,39.37,1.78741390192056
21,45.04,1.5757535846927497
22,43.37,1.6790512739857542
23,43.8,1.6042426990557321
24,45.38,1.623110220402102
25,36.92,1.7371652005593987
26,45.91,1.625194917751264
27,38.25,1.694300331646883
28,38.89,1.741068868697444
29,46.51,1.4963924386833287
30,44.91,1.6398908578896825
31,41.06,1.6793243417256996
32,38.76,1.796188897724393
33,44.98,1.637868911405153
34,42.43,1.6985017423388324
35,31.51,1.8279910510099386
36,46.73,1.599670852286906
37,44.36,1.6647567899921272
38,45.09,1.506100318099879
39,41.32,1.695309592198722
40,43.79,1.5789196793037126
41,43.82,1.5701648781571207
42,48.46,1.464189238186124
43,46.72,1.4993587732315063
44,40.09,1.6277532396437246
45,42.64,1.5994269470625286
46,49.77,1.3992748109600213
47,32.02,1.8340916799593576
48,47.71,1.439340890208377
49,31.34,1.8612727304048176
